time,src_user,src_domain,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,success_failure,label
-1.6034527961806888,C538$,DOM1,C523,C523,none,Network,LogOff,Success,0
-1.6034527961806888,C538$,DOM1,C1085,C1085,none,Network,LogOff,Success,0
-1.6034527961806888,C5353$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.6034527961806888,C5232$,DOM1,C5232,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C523$,DOM1,C523,C1114,none,none,AuthMap,Success,0
-1.6034527961806888,C5143$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C497$,DOM1,C497,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C4969$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C480$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C480$,DOM1,C480,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C4757$,DOM1,C4757,C457,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C467$,DOM1,C467,C457,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C467$,DOM1,C1798,C467,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C457$,DOM1,C516,C457,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C457$,DOM1,C457,C457,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C6069$,DOM1,C6069,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C6024$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C5965$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C5907$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C5907$,DOM1,C14705,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C586$,DOM1,C586,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C586$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C585$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C585$,DOM1,C585,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C5818$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C5818$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C567$,DOM1,C574,C567,none,none,TGS,Success,0
-1.6034527961806888,C567$,DOM1,C574,C553,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C567$,DOM1,C574,C523,NTLM,Network,LogOn,Success,0
-1.6034527961806888,C5401$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C538$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C7980$,DOM1,C7980,C7980,none,none,TGT,Success,0
-1.6034527961806888,C7493$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C743$,DOM1,C743,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C743$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C734$,DOM1,C23769,C457,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C7260$,DOM1,C7260,TGT,none,none,TGS,Success,0
-1.6034527961806888,C7249$,DOM1,C7249,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C7249$,DOM1,C7249,C529,none,none,TGS,Success,0
-1.6034527961806888,C6878$,DOM1,C6878,C6878,none,none,TGT,Success,0
-1.6034527961806888,C6878$,DOM1,C6878,C2162,none,none,TGS,Success,0
-1.6034527961806888,C684$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C6813$,DOM1,C6813,C2173,none,none,TGS,Success,0
-1.6034527961806888,C6456$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C6445$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C6391$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C625$,DOM1,C2052,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C965$,DOM1,C965,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C965$,DOM1,C965,C467,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C965$,DOM1,C965,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C965$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C965$,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.6034527961806888,C965$,DOM1,C1521,C965,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C965$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C910$,DOM1,C910,C457,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C8945$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C87$,DOM1,C87,C87,none,none,TGT,Success,0
-1.6034527961806888,C87$,DOM1,C87,C87,none,none,TGS,Success,0
-1.6034527961806888,C8078$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C8013$,DOM1,C8013,TGT,none,none,TGS,Success,0
-1.6034527961806888,C8013$,DOM1,C8013,C8013,none,none,TGT,Success,0
-1.6034527961806888,C8013$,DOM1,C8013,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C7980$,DOM1,C7980,TGT,none,none,TGS,Success,0
-1.6034527961806888,U1497,DOM1,C14334,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U1352,DOM1,C7758,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U1352,DOM1,C7758,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U1195,DOM1,C395,C395,none,Network,LogOff,Success,0
-1.6034527961806888,U1174,DOM1,C9219,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U1074,DOM1,C914,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,NETWORK SERVICE,C10241,C10241,C10241,Negotiate,Service,LogOn,Success,0
-1.6034527961806888,NETWORK SERVICE,C10237,C10237,C10237,Negotiate,Service,LogOn,Success,0
-1.6034527961806888,LOCAL SERVICE,C15108,C15108,C15108,Negotiate,Service,LogOn,Success,0
-1.6034527961806888,LOCAL SERVICE,C10026,C10026,C10026,Negotiate,Service,LogOn,Success,0
-1.6034527961806888,C9902$,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.6034527961806888,C983$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.6034527961806888,C9812$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C965$,DOM1,C965,C965,none,Network,LogOff,Success,0
-1.6034527961806888,C965$,DOM1,C965,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C965$,DOM1,C965,C612,none,none,TGS,Success,0
-1.6034527961806888,U3094,DOM1,C8335,C585,none,none,TGS,Success,0
-1.6034527961806888,U2498,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.6034527961806888,U22,DOM1,C849,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U22,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,U22,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,U22,DOM1,C477,U22,none,none,TGS,Fail,0
-1.6034527961806888,U22,DOM1,C477,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U2274,DOM1,C527,C527,none,none,TGT,Success,0
-1.6034527961806888,U2274,DOM1,C527,C123,none,none,TGS,Success,0
-1.6034527961806888,U200,DOM1,C1929,C1929,Negotiate,Service,LogOn,Success,0
-1.6034527961806888,U200,DOM1,C1929,C1929,none,Service,LogOff,Success,0
-1.6034527961806888,U200,DOM1,C1929,C1929,none,none,AuthMap,Success,0
-1.6034527961806888,U199,DOM1,C3088,C3088,none,none,TGT,Success,0
-1.6034527961806888,U199,DOM1,C3088,C3088,none,none,TGS,Success,0
-1.6034527961806888,U14,DOM1,C426,C426,NTLM,Network,LogOn,Success,0
-1.6034527961806888,U1497,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,U4710,DOM1,C11631,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4710,DOM1,C11631,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4710,DOM1,C11631,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4638,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,U4638,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,U4484,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,U4368,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,U4241,DOM9,C1382,C625,none,none,TGS,Success,0
-1.6034527961806888,U4241,DOM9,C1382,C1382,none,none,TGS,Success,0
-1.6034527961806888,U4241,DOM1,C625,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4241,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,U4236,DOM1,C10777,C586,none,none,TGS,Success,0
-1.6034527961806888,U3695,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,U3677,DOM1,C1186,C801,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U34,DOM1,C921,C921,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U34,DOM1,C921,C921,none,Network,LogOff,Success,0
-1.6034527961806888,U4989,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,U4989,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,U4989,DOM1,C15872,TGT,none,none,TGS,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C586,none,none,TGS,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C529,none,none,TGS,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C528,none,none,TGS,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C467,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4989,DOM1,C15872,C467,none,none,TGS,Success,0
-1.6034527961806888,U4933,DOM1,C11717,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U4890,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,U4890,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,U4710,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,U4710,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,U66,DOM1,C1747,C1747,none,Network,LogOff,Success,0
-1.6034527961806888,U667,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,U644,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.6034527961806888,U644,DOM1,C3287,C467,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U6440,DOM1,C14506,C10,NTLM,Network,LogOn,Success,0
-1.6034527961806888,U6326,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,U6326,DOM1,C3882,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U6302,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.6034527961806888,U6205,DOM1,C14134,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U5946,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,U5946,DOM1,C3568,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U588,DOM1,C2633,C457,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U5858,DOM1,C92,C92,none,Network,LogOff,Success,0
-1.6034527961806888,U5858,DOM1,C13107,C92,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U5647,DOM1,C12966,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U5171,DOM1,C12402,C3443,NTLM,Network,LogOn,Success,0
-1.6034527961806888,U94,DOM1,C7,C7,none,Network,LogOff,Success,0
-1.6034527961806888,U94,DOM1,C1681,C1681,none,none,TGT,Success,0
-1.6034527961806888,U94,DOM1,C1681,C1681,none,none,TGS,Success,0
-1.6034527961806888,U7,DOM1,C61,C61,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U7,DOM1,C61,C61,none,Network,LogOff,Success,0
-1.6034527961806888,U7258,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,U7172,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.6034527961806888,U7098,C15659,C15659,C625,NTLM,Network,LogOn,Fail,0
-1.6034527961806888,U6758,DOM1,C14938,C467,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U6753,DOM1,C15057,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U6753,DOM1,C15057,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U66,DOM1,C61,C61,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U66,DOM1,C61,C61,none,Network,LogOff,Success,0
-1.6034527961806888,U66,DOM1,C2344,C2344,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,U66,DOM1,C2344,C2344,none,Network,LogOff,Success,0
-1.6034527961806888,U66,DOM1,C1747,C1747,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1542$,DOM1,C1542,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1542$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C15154$,DOM1,C15154,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1514$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.6034527961806888,C14644$,DOM1,C14644,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1463$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C14473$,DOM1,C14473,C625,NTLM,Network,LogOn,Success,0
-1.6034527961806888,C1447$,DOM1,C1447,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1382$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C1382$,DOM1,C1382,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C13244$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C10966$,DOM1,C10966,C529,NTLM,Network,LogOn,Success,0
-1.6034527961806888,C10951$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C1076$,DOM1,C1076,C467,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C10539$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,U94,DOM1,C7,C7,NTLM,Network,LogOn,Success,0
-1.6034527961806888,C12261$,DOM1,C12261,C12261,none,none,TGS,Success,0
-1.6034527961806888,C11777$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C11766$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C11631$,DOM1,C11631,C612,NTLM,Network,LogOn,Success,0
-1.6034527961806888,C11571$,DOM1,C706,C706,none,Network,LogOff,Success,0
-1.6034527961806888,C11571$,DOM1,C11571,C706,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C11260$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C11210$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C11210$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C11210$,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.6034527961806888,C11145$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C1114$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C1114$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C1114$,DOM1,C1115,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C11033$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C1542$,DOM1,C1542,C528,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C13204$,DOM1,C13204,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C13204$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C1319$,DOM1,C1319,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1310$,DOM1,C1310,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1256$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C1239$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C1239$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C1239$,DOM1,C1239,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1239$,DOM1,C1239,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1239$,DOM1,C1239,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1234$,DOM1,C1234,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C12261$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C11006$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C11004$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C10966$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C12261$,DOM1,C12261,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1708$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C1708$,DOM1,C1709,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1698$,DOM1,C1698,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1698$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C16009$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C16009$,DOM1,C612,C612,none,none,TGT,Success,0
-1.6034527961806888,C16009$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C16009$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.6034527961806888,C16009$,DOM1,C16009,C612,NTLM,Network,LogOn,Success,0
-1.6034527961806888,C16009$,DOM1,C16009,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C16009$,DOM1,C16009,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C16006$,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.6034527961806888,C16001$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C15661$,DOM1,C15661,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C15595$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C13244$,DOM1,C13244,C529,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C457$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.6034527961806888,C4464$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C4462$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.6034527961806888,C4460$,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.6034527961806888,C4453$,DOM1,C625,C625,none,Network,LogOff,Success,0
-1.6034527961806888,C4444$,DOM1,C4444,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C4372$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C4306$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.6034527961806888,C4260$,DOM1,C4260,C1065,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C3743$,DOM1,C1065,C1065,none,Network,LogOff,Success,0
-1.6034527961806888,C3206$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.6034527961806888,C3206$,DOM1,C3206,C612,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C3206$,DOM1,C3206,C612,none,none,TGS,Success,0
-1.6034527961806888,C3149$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.6034527961806888,C2940$,DOM1,C2940,C625,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C286$,DOM1,C286,C586,Kerberos,Network,LogOn,Success,0
-1.6034527961806888,C1542$,DOM1,C1542,C612,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C4434$,DOM1,C4434,C625,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C4427$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,C4427$,DOM1,C4427,C586,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C4343$,DOM1,C4343,C612,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C4135$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.5250416624900163,C3743$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.5250416624900163,C368$,DOM1,C368,C612,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C3468$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,C3468$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.5250416624900163,C3368$,DOM1,C3368,C529,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C3333$,DOM1,C467,C467,none,Network,LogOff,Success,0
-1.5250416624900163,C2944$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,C2815$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.5250416624900163,C281$,DOM1,C281,C586,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C281$,DOM1,C281,C457,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C2747$,DOM1,C2748,C529,NTLM,Network,LogOn,Success,0
-1.5250416624900163,C6667$,DOM1,C528,C528,none,Network,LogOff,Success,0
-1.5250416624900163,C6194$,DOM1,C6194,C6194,Negotiate,Service,LogOn,Success,0
-1.5250416624900163,C612$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.5250416624900163,C612$,DOM1,C1521,C612,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C586$,DOM1,C586,C586,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C586$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,C585$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,C585$,DOM1,C585,C586,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C567$,DOM1,C574,C101,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C567$,DOM1,C101,C101,none,Network,LogOff,Success,0
-1.5250416624900163,C553$,DOM1,C553,C553,none,none,TGS,Success,0
-1.5250416624900163,C538$,DOM1,C988,C988,none,Network,LogOff,Success,0
-1.5250416624900163,C5364$,DOM1,C5364,C5364,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C5364$,DOM1,C5364,C5364,none,Network,LogOff,Success,0
-1.5250416624900163,C480$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.5250416624900163,C480$,DOM1,C480,C529,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,LOCAL SERVICE,C10183,C10183,C10183,Negotiate,Service,LogOn,Success,0
-1.5250416624900163,C9886$,DOM1,C9886,C2173,none,none,TGS,Success,0
-1.5250416624900163,C939$,DOM1,C939,C529,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C939$,DOM1,C529,C529,none,Network,LogOff,Success,0
-1.5250416624900163,C934$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,C8679$,DOM1,C8679,C231,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C8673$,DOM1,C3173,C3173,none,Network,LogOff,Success,0
-1.5250416624900163,C8184$,DOM1,C8184,C586,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C797$,DOM1,C797,C586,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C743$,DOM1,C743,C586,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C743$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,C734$,DOM1,C23769,C457,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C725$,DOM1,C457,C457,none,Network,LogOff,Success,0
-1.5250416624900163,C7105$,DOM1,C612,C612,none,Network,LogOff,Success,0
-1.5250416624900163,C6878$,DOM1,C6878,C2162,Kerberos,Network,LogOn,Success,0
-1.5250416624900163,C686$,DOM1,C586,C586,none,Network,LogOff,Success,0
-1.5250416624900163,U1733,DOM1,C5850,C2310,none,none,AuthMap,Success,0
-1.5250416624900163,U1497,DOM1,C743,C743,none,Network,LogOff,Success,0
-1.5250416624900163,U1431,DOM1,C2162,C2162,none,Network,LogOff,Success,0
-1.5250416624900163,U1421,DOM1,C344,C743,Kerberos,Network,LogOn,Success,0
