time,src_user,src_domain,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,success_failure,label
-0.6172964237276432,U6572,DOM1,none,none,none,none,none,none,1
-0.6172811762071228,U737,DOM1,none,none,none,none,none,none,1
-0.6166734536035247,U2575,DOM1,none,none,none,none,none,none,1
-0.6158936518397679,U9763,DOM1,none,none,none,none,none,none,1
-0.615706325159089,U162,DOM1,none,none,none,none,none,none,1
-0.6140508800740188,U162,DOM1,none,none,none,none,none,none,1
-0.612950880379334,U2575,DOM1,none,none,none,none,none,none,1
-0.6122538508698308,U314,DOM1,none,none,none,none,none,none,1
-0.6116461282662325,U737,DOM1,none,none,none,none,none,none,1
-0.6101126633453255,U162,DOM1,none,none,none,none,none,none,1
-0.6095790001271121,U737,DOM1,none,none,none,none,none,none,1
-0.6072134562292355,U737,DOM1,none,none,none,none,none,none,1
-0.6067320702242348,U737,DOM1,none,none,none,none,none,none,1
-0.6063639515145285,U642,DOM1,none,none,none,none,none,none,1
-0.6060807832762928,U642,DOM1,none,none,none,none,none,none,1
-0.6046104866546844,U737,DOM1,none,none,none,none,none,none,1
-0.6035540513043436,U737,DOM1,none,none,none,none,none,none,1
-0.6025063288228715,U3635,DOM1,none,none,none,none,none,none,1
-0.6010273193323943,U1653,DOM1,none,none,none,none,none,none,1
-0.600903160951014,U1653,DOM1,none,none,none,none,none,none,1
-0.6008683094755389,U1653,DOM1,none,none,none,none,none,none,1
-0.600824745131195,U1653,DOM1,none,none,none,none,none,none,1
-0.6008094976106746,U1653,DOM1,none,none,none,none,none,none,1
-0.6007637550491134,U3635,DOM1,none,none,none,none,none,none,1
-0.6003455373434115,U342,DOM1,none,none,none,none,none,none,1
-0.6001603888799497,U342,DOM1,none,none,none,none,none,none,1
-0.599679002874949,U342,DOM1,none,none,none,none,none,none,1
-0.5994328643294057,U3635,DOM1,none,none,none,none,none,none,1
-0.598951478324405,U342,DOM1,none,none,none,none,none,none,1
-0.5989275179350159,U3635,DOM1,none,none,none,none,none,none,1
-0.598720587299382,U3635,DOM1,none,none,none,none,none,none,1
-0.5986356368279113,U342,DOM1,none,none,none,none,none,none,1
-0.597871082584675,U3635,DOM1,none,none,none,none,none,none,1
-0.5968146472343342,U3635,DOM1,none,none,none,none,none,none,1
-0.596492271086189,U3635,DOM1,none,none,none,none,none,none,1
-0.5956667267608711,U3635,DOM1,none,none,none,none,none,none,1
-0.5955970238099207,U3635,DOM1,none,none,none,none,none,none,1
-0.5950176180301462,U3635,DOM1,none,none,none,none,none,none,1
-0.594993657640757,U3635,DOM1,none,none,none,none,none,none,1
-0.5929504898910256,U3635,DOM1,none,none,none,none,none,none,1
-0.5922469257298708,U293,DOM1,none,none,none,none,none,none,1
-0.5922164306888301,U293,DOM1,none,none,none,none,none,none,1
-0.5921881138650065,U293,DOM1,none,none,none,none,none,none,1
-0.5921728663444861,U1480,DOM1,none,none,none,none,none,none,1
-0.5920857376557982,U1480,DOM1,none,none,none,none,none,none,1
-0.5919354406678116,U293,DOM1,none,none,none,none,none,none,1
-0.5918657377168612,U293,DOM1,none,none,none,none,none,none,1
-0.5918592030652097,U1480,DOM1,none,none,none,none,none,none,1
-0.5918025694175625,U1480,DOM1,none,none,none,none,none,none,1
-0.5915956387819288,U293,DOM1,none,none,none,none,none,none,1
-0.5913407873675166,U1480,DOM1,none,none,none,none,none,none,1
-0.5912558368960459,U293,DOM1,none,none,none,none,none,none,1
-0.5912362329410912,U1480,DOM1,none,none,none,none,none,none,1
-0.5911817775106613,U1480,DOM1,none,none,none,none,none,none,1
-0.5910118765677198,U293,DOM1,none,none,none,none,none,none,1
-0.5908397974075612,U293,DOM1,none,none,none,none,none,none,1
-0.590517421259416,U293,DOM1,none,none,none,none,none,none,1
-0.5904542529601172,U1480,DOM1,none,none,none,none,none,none,1
-0.5904237579190764,U1480,DOM1,none,none,none,none,none,none,1
-0.5902647480622211,U293,DOM1,none,none,none,none,none,none,1
-0.5899184115246866,U293,DOM1,none,none,none,none,none,none,1
-0.5897964313605235,U1480,DOM1,none,none,none,none,none,none,1
-0.5896940551513152,U293,DOM1,none,none,none,none,none,none,1
-0.5892366295357038,U293,DOM1,none,none,none,none,none,none,1
-0.5886093029771509,U162,DOM1,none,none,none,none,none,none,1
-0.5885831643705445,U162,DOM1,none,none,none,none,none,none,1
-0.5885461346778521,U293,DOM1,none,none,none,none,none,none,1
-0.5885199960712457,U162,DOM1,none,none,none,none,none,none,1
-0.5882651446568337,U314,DOM1,none,none,none,none,none,none,1
-0.5882085110091865,U293,DOM1,none,none,none,none,none,none,1
-0.5878338576478285,U293,DOM1,none,none,none,none,none,none,1
-0.587794649737919,U293,DOM1,none,none,none,none,none,none,1
-0.5877641546968781,U293,DOM1,none,none,none,none,none,none,1
-0.5877227685697515,U293,DOM1,none,none,none,none,none,none,1
-0.5869582143265151,U162,DOM1,none,none,none,none,none,none,1
-0.5868405905967864,U162,DOM1,none,none,none,none,none,none,1
-0.5864049471533469,U66,DOM1,none,none,none,none,none,none,1
-0.5862786105547494,U66,DOM1,none,none,none,none,none,none,1
-0.5862067293865819,U1164,DOM1,none,none,none,none,none,none,1
-0.5859409868860838,U66,DOM1,none,none,none,none,none,none,1
-0.5855510860042055,U66,DOM1,none,none,none,none,none,none,1
-0.5855358384836851,U2837,DOM1,none,none,none,none,none,none,1
-0.5855184127459475,U2837,DOM1,none,none,none,none,none,none,1
-0.5854966305737755,U2837,DOM1,none,none,none,none,none,none,1
-0.5854530662294315,U2837,DOM1,none,none,none,none,none,none,1
-0.5854356404916939,U2837,DOM1,none,none,none,none,none,none,1
-0.585424749405608,U2837,DOM1,none,none,none,none,none,none,1
-0.5854073236678704,U2837,DOM1,none,none,none,none,none,none,1
-0.5853158385447481,U66,DOM1,none,none,none,none,none,none,1
-0.5853136603275308,U7394,DOM1,none,none,none,none,none,none,1
-0.5852896999381417,U7394,DOM1,none,none,none,none,none,none,1
-0.5852461355937978,U7394,DOM1,none,none,none,none,none,none,1
-0.5849738584416481,U4353,DOM1,none,none,none,none,none,none,1
-0.5841722745057194,U66,DOM1,none,none,none,none,none,none,1
-0.584059007210425,U4353,DOM1,none,none,none,none,none,none,1
-0.5838869280502664,U4353,DOM1,none,none,none,none,none,none,1
-0.5837518785828002,U1048,DOM1,none,none,none,none,none,none,1
-0.5836386112875059,U4353,DOM1,none,none,none,none,none,none,1
-0.5834120766969174,U4353,DOM1,none,none,none,none,none,none,1
-0.5832857400983199,U4353,DOM1,none,none,none,none,none,none,1
-0.5829524728640887,U4353,DOM1,none,none,none,none,none,none,1
-0.5828849481303556,U66,DOM1,none,none,none,none,none,none,1
-0.5825756412855135,U4353,DOM1,none,none,none,none,none,none,1
-0.5825538591133416,U66,DOM1,none,none,none,none,none,none,1
-0.5823839581704001,U66,DOM1,none,none,none,none,none,none,1
-0.5823796017359657,U5254,DOM1,none,none,none,none,none,none,1
-0.5823578195637937,U4353,DOM1,none,none,none,none,none,none,1
-0.5823186116538842,U4353,DOM1,none,none,none,none,none,none,1
-0.582272869092323,U4353,DOM1,none,none,none,none,none,none,1
-0.5821487107109428,U66,DOM1,none,none,none,none,none,none,1
-0.581952671161395,U995,DOM1,none,none,none,none,none,none,1
-0.5819199979031371,U995,DOM1,none,none,none,none,none,none,1
-0.5815388098901275,U8601,DOM1,none,none,none,none,none,none,1
-0.5814407901153535,U1048,DOM1,none,none,none,none,none,none,1
-0.5814364336809191,U5254,DOM1,none,none,none,none,none,none,1
-0.5813819782504892,U66,DOM1,none,none,none,none,none,none,1
-0.5812621763035434,U1048,DOM1,none,none,none,none,none,none,1
-0.5808199982084523,U66,DOM1,none,none,none,none,none,none,1
-0.5806479190482936,U1048,DOM1,none,none,none,none,none,none,1
-0.5806283150933389,U1048,DOM1,none,none,none,none,none,none,1
-0.5805825725317777,U1048,DOM1,none,none,none,none,none,none,1
-0.5804823745397867,U66,DOM1,none,none,none,none,none,none,1
-0.5802231666909401,U1048,DOM1,none,none,none,none,none,none,1
-0.5801970280843337,U66,DOM1,none,none,none,none,none,none,1
-0.5799508895387904,U66,DOM1,none,none,none,none,none,none,1
-0.5797962361163694,U1048,DOM1,none,none,none,none,none,none,1
-0.5795544540052605,U66,DOM1,none,none,none,none,none,none,1
-0.5792865332875452,U66,DOM1,none,none,none,none,none,none,1
-0.5791580184717305,U7375,DOM1,none,none,none,none,none,none,1
-0.5791079194757349,U737,DOM1,none,none,none,none,none,none,1
-0.5789249492294903,U9763,DOM1,none,none,none,none,none,none,1
-0.5785655433886527,U7375,DOM1,none,none,none,none,none,none,1
-0.578293266236503,U4448,DOM1,none,none,none,none,none,none,1
-0.5780994049041724,U7375,DOM1,none,none,none,none,none,none,1
-0.5779904940433126,U66,DOM1,none,none,none,none,none,none,1
-0.5778271277520227,U7375,DOM1,none,none,none,none,none,none,1
-0.577631088202475,U66,DOM1,none,none,none,none,none,none,1
-0.5775134644727463,U7375,DOM1,none,none,none,none,none,none,1
-0.5773784150052801,U7375,DOM1,none,none,none,none,none,none,1
-0.5773392070953705,U66,DOM1,none,none,none,none,none,none,1
-0.5769405933446233,U7375,DOM1,none,none,none,none,none,none,1
-0.5769384151274062,U4448,DOM1,none,none,none,none,none,none,1
-0.5764897023806634,U9763,DOM1,none,none,none,none,none,none,1
-0.5764025736919756,U9763,DOM1,none,none,none,none,none,none,1
-0.576374256868152,U9763,DOM1,none,none,none,none,none,none,1
-0.5763568311304144,U9763,DOM1,none,none,none,none,none,none,1
-0.5762653460072921,U4448,DOM1,none,none,none,none,none,none,1
-0.5762217816629481,U4448,DOM1,none,none,none,none,none,none,1
-0.5758906926459341,U4448,DOM1,none,none,none,none,none,none,1
-0.575855841170459,U4448,DOM1,none,none,none,none,none,none,1
-0.574500990061362,U66,DOM1,none,none,none,none,none,none,1
-0.5734946537070168,U66,DOM1,none,none,none,none,none,none,1
-0.5731700993416543,U66,DOM1,none,none,none,none,none,none,1
-0.573078614218532,U218,DOM1,none,none,none,none,none,none,1
-0.5730176241364505,U218,DOM1,none,none,none,none,none,none,1
-0.5729522776199345,U218,DOM1,none,none,none,none,none,none,1
-0.5725623767380562,U4112,DOM1,none,none,none,none,none,none,1
-0.5725405945658842,U4112,DOM1,none,none,none,none,none,none,1
-0.5722857431514721,U4978,DOM1,none,none,none,none,none,none,1
-0.57203089173706,U4978,DOM1,none,none,none,none,none,none,1
-0.5707805950543886,U66,DOM1,none,none,none,none,none,none,1
-0.5703035654838223,U66,DOM1,none,none,none,none,none,none,1
-0.5702295060984376,U66,DOM1,none,none,none,none,none,none,1
-0.5697110904007445,U66,DOM1,none,none,none,none,none,none,1
-0.5696239617120566,U162,DOM1,none,none,none,none,none,none,1
-0.5695760409332783,U218,DOM1,none,none,none,none,none,none,1
-0.4475218173848284,U1653,DOM1,none,none,none,none,none,none,1
-0.4475218173848284,U1653,DOM1,none,none,none,none,none,none,1
-0.4475218173848284,U1653,DOM1,none,none,none,none,none,none,1
-0.4475218173848284,U1653,DOM1,none,none,none,none,none,none,1
-0.4475218173848284,U1653,DOM1,none,none,none,none,none,none,1
-0.44751746095039396,U1653,DOM1,none,none,none,none,none,none,1
-0.4474564708683124,U1653,DOM1,none,none,none,none,none,none,1
-0.4474564708683124,U1653,DOM1,none,none,none,none,none,none,1
-0.4474564708683124,U1653,DOM1,none,none,none,none,none,none,1
-0.4474564708683124,U1653,DOM1,none,none,none,none,none,none,1
-0.44745211443387806,U1653,DOM1,none,none,none,none,none,none,1
-0.44745211443387806,U1653,DOM1,none,none,none,none,none,none,1
-0.4469249858673162,U1653,DOM1,none,none,none,none,none,none,1
-0.4469249858673162,U1653,DOM1,none,none,none,none,none,none,1
-0.4469249858673162,U1653,DOM1,none,none,none,none,none,none,1
0.06620200042235513,U66,DOM1,none,none,none,none,none,none,1
0.06692299032124753,U66,DOM1,none,none,none,none,none,none,1
0.0669425942762023,U66,DOM1,none,none,none,none,none,none,1
0.06705586157149658,U66,DOM1,none,none,none,none,none,none,1
0.07037982104494012,U12,DOM1,none,none,none,none,none,none,1
0.07054972198788152,U66,DOM1,none,none,none,none,none,none,1
0.07080457340229364,U66,DOM1,none,none,none,none,none,none,1
0.07108991985774653,U66,DOM1,none,none,none,none,none,none,1
0.0712075435874752,U66,DOM1,none,none,none,none,none,none,1
0.07134041483772426,U66,DOM1,none,none,none,none,none,none,1
0.07146457321910452,U66,DOM1,none,none,none,none,none,none,1
0.07163229594482873,U12,DOM1,none,none,none,none,none,none,1
0.07195467209297397,U66,DOM1,none,none,none,none,none,none,1
0.07398041410496774,U66,DOM1,none,none,none,none,none,none,1
0.07406536457643845,U1723,DOM1,none,none,none,none,none,none,1
0.07410021605191361,U1723,DOM1,none,none,none,none,none,none,1
0.07411328535521679,U1723,DOM1,none,none,none,none,none,none,1
0.07420041404390469,U4448,DOM1,none,none,none,none,none,none,1
0.07422219621607666,U4448,DOM1,none,none,none,none,none,none,1
0.0742744734292894,U5254,DOM1,none,none,none,none,none,none,1
0.07428972094980979,U66,DOM1,none,none,none,none,none,none,1
0.0743746714212805,U3635,DOM1,none,none,none,none,none,none,1
0.07445308724109961,U2575,DOM1,none,none,none,none,none,none,1
0.07450100801987795,U4112,DOM1,none,none,none,none,none,none,1
0.07501942371757099,U342,DOM1,none,none,none,none,none,none,1
0.07513704744729965,U342,DOM1,none,none,none,none,none,none,1
0.07677506679463225,U66,DOM1,none,none,none,none,none,none,1
0.07734140327110361,U13,DOM1,none,none,none,none,none,none,1
0.07749823491074184,U12,DOM1,none,none,none,none,none,none,1
0.07891407610192028,U13,DOM1,none,none,none,none,none,none,1
0.07892932362244066,U66,DOM1,none,none,none,none,none,none,1
0.07910140278259928,U1289,DOM1,none,none,none,none,none,none,1
0.07922991759841394,U66,DOM1,none,none,none,none,none,none,1
0.0793540759797942,U2575,DOM1,none,none,none,none,none,none,1
0.07938021458640057,U1289,DOM1,none,none,none,none,none,none,1
0.0797069471689802,U218,DOM1,none,none,none,none,none,none,1
0.07985070950531525,U3277,C2519,none,none,none,none,none,none,1
0.07985506593974964,U66,DOM1,none,none,none,none,none,none,1
0.07995962036617513,U342,DOM1,none,none,none,none,none,none,1
0.08028635294875476,U342,DOM1,none,none,none,none,none,none,1
0.08038219450631146,U66,DOM1,none,none,none,none,none,none,1
0.08048674893273694,U1519,DOM1,none,none,none,none,none,none,1
0.08054773901481847,U66,DOM1,none,none,none,none,none,none,1
0.08056734296977326,U66,DOM1,none,none,none,none,none,none,1
0.08058694692472804,U7761,C2519,none,none,none,none,none,none,1
0.08058694692472804,U66,DOM1,none,none,none,none,none,none,1
0.08082655081861977,U66,DOM1,none,none,none,none,none,none,1
0.08213565936615552,U66,DOM1,none,none,none,none,none,none,1
0.08228595635414215,U7004,C2519,none,none,none,none,none,none,1
0.08235565930509248,U7761,C2519,none,none,none,none,none,none,1
0.08253427311690269,U4448,DOM1,none,none,none,none,none,none,1
0.08271070871149569,U66,DOM1,none,none,none,none,none,none,1
0.08293070865043264,U66,DOM1,none,none,none,none,none,none,1
0.08308754029007087,U66,DOM1,none,none,none,none,none,none,1
0.08311367889667724,U66,DOM1,none,none,none,none,none,none,1
0.08316595610988999,U66,DOM1,none,none,none,none,none,none,1
0.08362991637715307,U66,DOM1,none,none,none,none,none,none,1
0.08388476779156519,U66,DOM1,none,none,none,none,none,none,1
0.08390001531208557,U218,DOM1,none,none,none,none,none,none,1
0.08392179748425754,U218,DOM1,none,none,none,none,none,none,1
0.08395229252529832,U218,DOM1,none,none,none,none,none,none,1
0.08405466873450661,U218,DOM1,none,none,none,none,none,none,1
0.08438357953430344,U66,DOM1,none,none,none,none,none,none,1
0.084411896358127,U66,DOM1,none,none,none,none,none,none,1
0.08473427250627225,U66,DOM1,none,none,none,none,none,none,1
0.0847887279367022,U66,DOM1,none,none,none,none,none,none,1
0.08484971801878373,U66,DOM1,none,none,none,none,none,none,1
0.0848693219737385,U66,DOM1,none,none,none,none,none,none,1
0.08500437144120475,U207,DOM1,none,none,none,none,none,none,1
0.08511328230206464,U162,DOM1,none,none,none,none,none,none,1
0.08515684664640859,U1145,DOM1,none,none,none,none,none,none,1
0.08519605455631814,U453,DOM1,none,none,none,none,none,none,1
0.08529189611387483,U1480,DOM1,none,none,none,none,none,none,1
0.08569922273349079,U66,DOM1,none,none,none,none,none,none,1
0.08572318312287996,U66,DOM1,none,none,none,none,none,none,1
0.08575367816392072,U66,DOM1,none,none,none,none,none,none,1
0.08609348004980355,U9263,DOM1,none,none,none,none,none,none,1
0.08626555920996216,U66,DOM1,none,none,none,none,none,none,1
0.08627427207883095,U66,DOM1,none,none,none,none,none,none,1
0.08651823240715709,U66,DOM1,none,none,none,none,none,none,1
0.08687328181356029,U20,DOM1,none,none,none,none,none,none,1
0.08693862833007622,U66,DOM1,none,none,none,none,none,none,1
0.08698437089163737,U66,DOM1,none,none,none,none,none,none,1
0.08708239066641126,U12,DOM1,none,none,none,none,none,none,1
0.08774892513487371,U66,DOM1,none,none,none,none,none,none,1
0.0877685290898285,U66,DOM1,none,none,none,none,none,none,1
0.08780338056530367,U66,DOM1,none,none,none,none,none,none,1
0.08856793480854001,U1480,DOM1,none,none,none,none,none,none,1
0.08874219218591582,U453,DOM1,none,none,none,none,none,none,1
0.08881625157130053,U162,DOM1,none,none,none,none,none,none,1
0.08889466739111965,U207,DOM1,none,none,none,none,none,none,1
0.08932159796569038,U66,DOM1,none,none,none,none,none,none,1
0.08933466726899357,U66,DOM1,none,none,none,none,none,none,1
0.08934338013786236,U66,DOM1,none,none,none,none,none,none,1
